transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,DOB,Gender,city_code,prod_cat,prod_subcat,age_at_transaction
17183929085,266863,2014-02-20,1,2,1,1359,142.695,1501.695,TeleShop,1972-11-17,M,6.0,Footwear,Mens,41
44783317894,269452,2014-02-20,3,1,3,825,259.875,2734.875,TeleShop,1979-09-18,F,2.0,Clothing,Kids,34
58957828601,269009,2014-02-20,11,5,4,846,355.32,3739.32,TeleShop,1977-07-12,M,2.0,Books,Children,36
9647515879,268934,2014-02-20,7,5,3,1384,435.96,4587.96,TeleShop,1980-07-18,F,7.0,Books,Fiction,33
20781077773,269223,2014-02-20,5,3,3,1203,378.945,3987.945,TeleShop,1977-07-18,F,6.0,Electronics,Computers,36
91116291703,268509,2014-02-20,1,2,4,1243,522.06,5494.06,MBR,1989-08-17,M,10.0,Footwear,Mens,24
68325723297,268516,2014-02-20,9,3,1,877,92.085,969.085,e-Shop,1983-09-22,F,10.0,Electronics,Cameras,30
73235813024,268774,2014-02-20,3,5,1,76,7.98,83.98,TeleShop,1980-05-21,F,2.0,Books,Comics,33
80712190438,270351,2014-02-20,1,1,5,772,405.3,4265.3,e-Shop,1981-09-26,M,5.0,Clothing,Women,32
66989395597,272785,2014-02-20,10,3,2,474,99.54,1047.54,TeleShop,1979-09-03,M,7.0,Electronics,Audio and video,34
88853694830,268444,2014-02-20,4,4,-3,-80,25.2,-265.2,MBR,1992-01-02,F,6.0,Bags,Women,22
99581788104,267466,2014-02-20,3,2,1,96,10.08,106.08,Flagship store,1987-08-06,F,7.0,Footwear,Women,26
28396777609,269101,2014-02-19,4,1,4,1386,582.12,6126.12,TeleShop,1980-06-27,M,7.0,Clothing,Mens,33
22391667321,270842,2014-02-19,1,2,5,723,379.575,3994.575,MBR,1984-12-07,M,2.0,Footwear,Mens,29
51075317246,274987,2014-02-19,10,6,5,374,196.35,2066.35,MBR,1983-10-08,M,2.0,Home and kitchen,Kitchen,30
16199275450,275139,2014-02-19,4,2,1,173,18.165,191.165,MBR,1979-06-12,F,8.0,Footwear,Kids,34
22698449434,269136,2014-02-19,7,5,5,189,99.225,1044.225,TeleShop,1976-07-01,M,4.0,Books,Fiction,37
13167171971,275149,2014-02-19,4,3,4,804,337.68,3553.68,MBR,1977-08-06,F,8.0,Electronics,Mobiles,36
32130400636,269772,2014-02-19,12,6,3,229,72.135,759.135,e-Shop,1981-05-25,F,9.0,Home and kitchen,Tools,32
31384765864,267058,2014-02-19,3,2,1,793,83.265,876.265,e-Shop,1992-02-06,F,10.0,Footwear,Women,22
85894118953,271817,2014-02-19,3,2,3,1401,441.315,4644.315,e-Shop,1989-12-24,M,8.0,Footwear,Women,24
63407734630,271322,2014-02-19,3,2,5,1360,714.0,7514.0,Flagship store,1979-11-27,F,7.0,Footwear,Women,34
90740728864,268229,2014-02-19,4,2,5,984,516.6,5436.6,TeleShop,1989-03-01,F,3.0,Footwear,Kids,24
82750983847,267544,2014-02-19,3,5,1,805,84.525,889.525,Flagship store,1984-10-12,M,7.0,Books,Comics,29
67328698675,268755,2014-02-19,3,2,1,1018,106.89,1124.89,Flagship store,1984-07-15,F,8.0,Footwear,Women,29
80381707658,269407,2014-02-19,6,5,5,573,300.825,3165.825,e-Shop,1978-04-25,F,1.0,Books,DIY,35
78709566028,273023,2014-02-19,10,6,2,1052,220.92,2324.92,e-Shop,1988-07-24,F,5.0,Home and kitchen,Kitchen,25
67079812295,271818,2014-02-19,10,3,2,1408,295.68,3111.68,MBR,1973-04-03,M,7.0,Electronics,Audio and video,40
72427583709,268129,2014-02-19,4,4,1,885,92.925,977.925,Flagship store,1982-08-07,F,9.0,Bags,Women,31
14259136777,274477,2014-02-18,10,3,1,1489,156.345,1645.345,TeleShop,1976-10-07,F,7.0,Electronics,Audio and video,37
7313351894,267568,2014-02-18,2,6,4,481,202.02,2126.02,Flagship store,1988-03-07,M,5.0,Home and kitchen,Furnishing,25
37745642681,267098,2014-02-18,1,2,1,109,11.445,120.445,Flagship store,1971-04-27,F,9.0,Footwear,Mens,42
13861409908,271608,2014-02-18,1,2,2,1352,283.92,2987.92,MBR,1970-02-09,F,4.0,Footwear,Mens,44
58956348529,272484,2014-02-18,4,1,4,1443,606.06,6378.06,TeleShop,1974-07-04,F,4.0,Clothing,Mens,39
58886320392,268715,2014-02-18,10,6,2,768,161.28,1697.28,Flagship store,1988-02-27,M,1.0,Home and kitchen,Kitchen,25
53081075361,273250,2014-02-18,11,6,5,1345,706.125,7431.125,Flagship store,1978-04-25,F,6.0,Home and kitchen,Bath,35
10017543415,267097,2014-02-18,3,5,1,164,17.22,181.22,Flagship store,1973-05-05,M,2.0,Books,Comics,40
34065279733,274562,2014-02-18,6,5,2,280,58.8,618.8,e-Shop,1971-12-03,M,6.0,Books,DIY,42
58223423237,268138,2014-02-18,6,5,-3,-1398,440.37,-4634.37,e-Shop,1980-06-23,M,3.0,Books,DIY,33
74085729167,268492,2014-02-18,3,5,3,433,136.395,1435.395,e-Shop,1975-02-17,M,1.0,Books,Comics,39
83498320600,273359,2014-02-18,4,1,4,861,361.62,3805.62,e-Shop,1977-08-05,M,7.0,Clothing,Mens,36
83313344780,271288,2014-02-18,4,3,2,84,17.64,185.64,Flagship store,1991-02-25,F,3.0,Electronics,Mobiles,22
96923177403,270778,2014-02-18,11,6,5,1111,583.275,6138.275,MBR,1985-01-18,F,8.0,Home and kitchen,Bath,29
78091789730,271030,2014-02-18,4,1,1,380,39.9,419.9,e-Shop,1979-07-05,M,1.0,Clothing,Mens,34
84466140532,274426,2014-02-18,6,5,5,423,222.075,2337.075,e-Shop,1982-07-16,F,8.0,Books,DIY,31
59232461135,269019,2014-02-17,4,2,2,479,100.59,1058.59,Flagship store,1980-05-09,F,5.0,Footwear,Kids,33
58223423237,268138,2014-02-17,6,5,3,1398,440.37,4634.37,e-Shop,1980-06-23,M,3.0,Books,DIY,33
60560888204,271250,2014-02-17,10,6,2,707,148.47,1562.47,Flagship store,1976-02-20,M,4.0,Home and kitchen,Kitchen,38
22643667930,271489,2014-02-17,12,6,1,1225,128.625,1353.625,TeleShop,1971-04-21,M,9.0,Home and kitchen,Tools,42
12161898302,274402,2014-02-17,1,2,-1,-891,93.555,-984.555,TeleShop,1972-02-24,M,7.0,Footwear,Mens,42
43561027610,270244,2014-02-17,8,3,1,728,76.44,804.44,e-Shop,1988-09-26,F,5.0,Electronics,Personal Appliances,25
40604748560,269387,2014-02-17,6,5,5,760,399.0,4199.0,Flagship store,1990-02-03,F,10.0,Books,DIY,24
8868056339,268145,2014-02-17,2,6,-2,-152,31.92,-335.92,e-Shop,1977-06-27,F,6.0,Home and kitchen,Furnishing,36
78600072636,273067,2014-02-17,9,3,3,446,140.49,1478.49,TeleShop,1973-02-21,F,5.0,Electronics,Cameras,41
79792372943,275108,2014-02-17,3,1,3,908,286.02,3010.02,MBR,1971-11-04,F,8.0,Clothing,Kids,42
94418788162,267559,2014-02-17,10,6,1,620,65.1,685.1,TeleShop,1988-04-05,F,2.0,Home and kitchen,Kitchen,25
86635642295,271763,2014-02-17,12,6,5,562,295.05,3105.05,Flagship store,1979-05-14,M,7.0,Home and kitchen,Tools,34
75980673312,270678,2014-02-17,7,5,4,1377,578.34,6086.34,TeleShop,1970-08-06,F,4.0,Books,Fiction,43
88830495604,269018,2014-02-17,10,6,4,307,128.94,1356.94,MBR,1989-09-10,M,8.0,Home and kitchen,Kitchen,24
19729968655,269162,2014-02-16,10,5,2,721,151.41,1593.41,e-Shop,1989-05-29,M,3.0,Books,Non-Fiction,24
8709975598,269867,2014-02-16,11,5,3,1243,391.545,4120.545,e-Shop,1970-12-17,F,1.0,Books,Children,43
56483064719,270108,2014-02-16,4,3,2,1037,217.77,2291.77,e-Shop,1986-04-19,F,7.0,Electronics,Mobiles,27
55452156634,273734,2014-02-16,3,5,5,778,408.45,4298.45,e-Shop,1987-11-07,F,9.0,Books,Comics,26
22461440770,270294,2014-02-16,4,3,5,1060,556.5,5856.5,e-Shop,1975-11-26,M,7.0,Electronics,Mobiles,38
4067131912,274014,2014-02-16,3,5,4,332,139.44,1467.44,e-Shop,1975-01-24,M,10.0,Books,Comics,39
59201497276,273506,2014-02-16,12,6,3,537,169.155,1780.155,MBR,1971-12-23,M,3.0,Home and kitchen,Tools,42
51750724947,273420,2014-02-16,6,5,2,791,166.11,1748.11,TeleShop,1992-07-27,M,8.0,Books,DIY,21
45848212352,268592,2014-02-16,1,2,3,1029,324.135,3411.135,TeleShop,1992-12-06,F,7.0,Footwear,Mens,21
79449440045,271561,2014-02-16,8,3,4,498,209.16,2201.16,e-Shop,1985-06-25,M,5.0,Electronics,Personal Appliances,28
83108241933,273896,2014-02-16,4,1,2,574,120.54,1268.54,e-Shop,1975-09-24,M,6.0,Clothing,Mens,38
84867095544,267360,2014-02-16,8,3,3,674,212.31,2234.31,e-Shop,1991-02-10,F,2.0,Electronics,Personal Appliances,23
92825360774,267072,2014-02-16,1,2,5,803,421.575,4436.575,e-Shop,1985-06-12,M,8.0,Footwear,Mens,28
76990911956,270148,2014-02-16,4,3,4,448,188.16,1980.16,Flagship store,1979-03-08,M,1.0,Electronics,Mobiles,34
93274880719,271509,2014-02-16,11,6,3,1363,429.345,4518.345,e-Shop,1981-06-08,M,3.0,Home and kitchen,Bath,32
86612653865,274813,2014-02-16,2,6,3,1271,400.365,4213.365,e-Shop,1987-10-02,M,6.0,Home and kitchen,Furnishing,26
10262222991,272069,2014-02-15,7,5,3,1462,460.53,4846.53,e-Shop,1972-04-29,F,8.0,Books,Fiction,41
34544863855,269388,2014-02-15,11,6,2,922,193.62,2037.62,Flagship store,1975-11-14,M,3.0,Home and kitchen,Bath,38
22781866776,271875,2014-02-15,2,6,4,428,179.76,1891.76,TeleShop,1985-03-20,F,7.0,Home and kitchen,Furnishing,28
4449802598,271355,2014-02-15,12,6,4,999,419.58,4415.58,TeleShop,1983-09-08,F,2.0,Home and kitchen,Tools,30
3530523263,272777,2014-02-15,10,6,2,582,122.22,1286.22,MBR,1970-09-29,M,7.0,Home and kitchen,Kitchen,43
8433718881,271912,2014-02-15,11,6,2,1438,301.98,3177.98,MBR,1980-05-01,M,10.0,Home and kitchen,Bath,33
21494029219,268052,2014-02-15,4,2,4,228,95.76,1007.76,e-Shop,1988-12-18,M,7.0,Footwear,Kids,25
56419730266,268772,2014-02-15,11,5,1,1213,127.365,1340.365,e-Shop,1970-10-20,F,3.0,Books,Children,43
50076728598,269014,2014-02-15,8,3,4,581,244.02,2568.02,e-Shop,1979-11-27,F,3.0,Electronics,Personal Appliances,34
35243275448,273075,2014-02-15,2,6,4,1168,490.56,5162.56,TeleShop,1978-04-05,M,8.0,Home and kitchen,Furnishing,35
10942311291,271297,2014-02-15,3,1,2,756,158.76,1670.76,Flagship store,1980-02-17,M,10.0,Clothing,Kids,34
63352996926,272145,2014-02-15,5,3,4,1342,563.64,5931.64,Flagship store,1976-08-09,F,9.0,Electronics,Computers,37
73713102191,268867,2014-02-15,1,1,1,714,74.97,788.97,MBR,1987-10-24,F,4.0,Clothing,Women,26
70043127245,271595,2014-02-15,8,3,1,1461,153.405,1614.405,TeleShop,1974-02-15,M,5.0,Electronics,Personal Appliances,40
85713951101,274609,2014-02-15,12,5,5,968,508.2,5348.2,TeleShop,1978-02-04,F,5.0,Books,Academic,36
82975337804,272529,2014-02-15,4,4,4,869,364.98,3840.98,Flagship store,1991-03-23,F,6.0,Bags,Women,22
84116465142,271368,2014-02-15,10,5,5,788,413.7,4353.7,MBR,1978-02-08,F,2.0,Books,Non-Fiction,36
62672834763,268855,2014-02-14,4,3,3,1363,429.345,4518.345,e-Shop,1992-09-25,M,4.0,Electronics,Mobiles,21
57134739558,270625,2014-02-14,1,1,5,595,312.375,3287.375,TeleShop,1992-02-03,M,6.0,Clothing,Women,22
57112244235,268076,2014-02-14,10,3,4,167,70.14,738.14,Flagship store,1978-08-07,M,8.0,Electronics,Audio and video,35
6993051511,271658,2014-02-14,11,6,2,476,99.96,1051.96,e-Shop,1972-03-25,F,10.0,Home and kitchen,Bath,41
28621201753,271310,2014-02-14,10,6,-4,-219,91.98,-967.98,e-Shop,1979-04-23,M,5.0,Home and kitchen,Kitchen,34
2934877504,271859,2014-02-14,3,2,4,1274,535.08,5631.08,Flagship store,1988-11-12,F,1.0,Footwear,Women,25
56835507985,271744,2014-02-14,6,5,4,378,158.76,1670.76,MBR,1979-05-18,F,10.0,Books,DIY,34
31183475305,273474,2014-02-14,9,3,2,706,148.26,1560.26,e-Shop,1977-10-12,F,1.0,Electronics,Cameras,36
50177628799,273763,2014-02-14,4,2,3,803,252.945,2661.945,MBR,1990-07-26,F,3.0,Footwear,Kids,23
30489975482,274689,2014-02-14,10,3,4,1002,420.84,4428.84,MBR,1982-05-15,M,6.0,Electronics,Audio and video,31
85198716539,269275,2014-02-14,10,3,1,96,10.08,106.08,TeleShop,1980-05-07,M,3.0,Electronics,Audio and video,33
85284647047,271924,2014-02-14,2,6,2,367,77.07,811.07,Flagship store,1970-10-03,M,5.0,Home and kitchen,Furnishing,43
92809340294,271061,2014-02-14,4,3,3,1004,316.26,3328.26,e-Shop,1978-01-18,M,9.0,Electronics,Mobiles,36
81262483026,268956,2014-02-14,9,3,4,700,294.0,3094.0,TeleShop,1984-05-28,M,6.0,Electronics,Cameras,29
99503089534,274266,2014-02-14,8,3,1,1370,143.85,1513.85,Flagship store,1983-03-19,M,9.0,Electronics,Personal Appliances,30
88321457472,269907,2014-02-14,10,3,5,621,326.025,3431.025,e-Shop,1989-01-20,F,5.0,Electronics,Audio and video,25
75927432534,267500,2014-02-14,1,4,2,845,177.45,1867.45,e-Shop,1987-07-18,M,10.0,Bags,Mens,26
70614782851,269140,2014-02-14,2,6,4,342,143.64,1511.64,TeleShop,1979-07-21,F,9.0,Home and kitchen,Furnishing,34
64655688681,268136,2014-02-14,1,4,5,153,80.325,845.325,TeleShop,1974-09-13,M,1.0,Bags,Mens,39
16952157158,271493,2014-02-13,4,4,2,1200,252.0,2652.0,e-Shop,1986-06-23,M,10.0,Bags,Women,27
7719443790,271312,2014-02-13,10,3,4,1135,476.7,5016.7,e-Shop,1970-04-01,F,5.0,Electronics,Audio and video,43
58500805392,267375,2014-02-13,4,4,3,85,26.775,281.775,TeleShop,1975-07-17,M,6.0,Bags,Women,38
6801834681,273174,2014-02-13,4,1,1,642,67.41,709.41,Flagship store,1989-04-18,F,2.0,Clothing,Mens,24
10655853079,267375,2014-02-13,6,5,4,1486,624.12,6568.12,TeleShop,1975-07-17,M,6.0,Books,DIY,38
21685086436,274152,2014-02-13,2,6,3,765,240.975,2535.975,Flagship store,1975-05-08,M,2.0,Home and kitchen,Furnishing,38
36041524849,274408,2014-02-13,3,5,3,771,242.865,2555.865,Flagship store,1979-05-19,F,3.0,Books,Comics,34
58780907716,270071,2014-02-13,11,6,2,819,171.99,1809.99,MBR,1973-01-17,F,5.0,Home and kitchen,Bath,41
35353613089,270207,2014-02-13,4,1,3,126,39.69,417.69,Flagship store,1975-01-05,F,3.0,Clothing,Mens,39
2737048693,270263,2014-02-13,4,2,4,1108,465.36,4897.36,e-Shop,1989-08-05,F,7.0,Footwear,Kids,24
84834490422,271596,2014-02-13,4,1,-4,-447,187.74,-1975.74,e-Shop,1972-11-29,F,9.0,Clothing,Mens,41
78324020330,273304,2014-02-13,11,6,3,765,240.975,2535.975,e-Shop,1978-07-11,F,2.0,Home and kitchen,Bath,35
88853694830,268444,2014-02-13,4,4,3,80,25.2,265.2,MBR,1992-01-02,F,6.0,Bags,Women,22
87149439767,273848,2014-02-13,6,5,3,1288,405.72,4269.72,TeleShop,1983-01-16,M,2.0,Books,DIY,31
89646857855,273598,2014-02-13,11,6,4,755,317.1,3337.1,MBR,1982-03-27,M,9.0,Home and kitchen,Bath,31
12323853707,273552,2014-02-12,12,6,4,510,214.2,2254.2,TeleShop,1987-06-22,F,10.0,Home and kitchen,Tools,26
60596009595,274652,2014-02-12,12,5,4,183,76.86,808.86,MBR,1985-07-08,M,8.0,Books,Academic,28
17146707816,274897,2014-02-12,12,5,3,622,195.93,2061.93,MBR,1987-09-16,M,2.0,Books,Academic,26
36792372906,275246,2014-02-12,2,6,1,1185,124.425,1309.425,e-Shop,1970-06-25,M,3.0,Home and kitchen,Furnishing,43
38821078489,267025,2014-02-12,10,6,4,933,391.86,4123.86,e-Shop,1976-08-12,F,8.0,Home and kitchen,Kitchen,37
23525861068,268100,2014-02-12,1,2,3,1318,415.17,4369.17,TeleShop,1991-02-26,M,1.0,Footwear,Mens,22
15403541663,266794,2014-02-12,3,2,2,322,67.62,711.62,e-Shop,1971-02-28,F,9.0,Footwear,Women,42
45649838090,273667,2014-02-12,11,6,1,1450,152.25,1602.25,e-Shop,1981-05-29,M,9.0,Home and kitchen,Bath,32
33433865581,269772,2014-02-12,4,2,3,1035,326.025,3431.025,TeleShop,1981-05-25,F,9.0,Footwear,Kids,32
55245382907,270810,2014-02-12,4,3,2,979,205.59,2163.59,TeleShop,1972-03-01,F,1.0,Electronics,Mobiles,41
74023090711,271180,2014-02-12,8,3,3,271,85.365,898.365,Flagship store,1987-11-08,M,4.0,Electronics,Personal Appliances,26
76916560921,268720,2014-02-12,10,6,-4,-348,146.16,-1538.16,e-Shop,1989-08-07,M,3.0,Home and kitchen,Kitchen,24
79536458466,271944,2014-02-12,1,1,2,996,209.16,2201.16,e-Shop,1971-12-11,F,5.0,Clothing,Women,42
69329009642,273799,2014-02-12,9,3,1,357,37.485,394.485,TeleShop,1988-09-26,F,10.0,Electronics,Cameras,25
89214951500,273322,2014-02-12,12,6,1,1166,122.43,1288.43,TeleShop,1983-06-10,F,1.0,Home and kitchen,Tools,30
78753279494,269758,2014-02-12,10,5,3,952,299.88,3155.88,MBR,1979-06-24,M,3.0,Books,Non-Fiction,34
97409887219,267466,2014-02-12,4,4,1,78,8.19,86.19,e-Shop,1987-08-06,F,7.0,Bags,Women,26
65228973233,270009,2014-02-12,11,5,2,301,63.21,665.21,e-Shop,1979-04-25,M,3.0,Books,Children,34
83661978186,274678,2014-02-12,10,3,2,325,68.25,718.25,e-Shop,1975-05-20,F,9.0,Electronics,Audio and video,38
50149714801,270330,2014-02-11,10,6,5,1453,762.825,8027.825,Flagship store,1981-07-13,M,3.0,Home and kitchen,Kitchen,32
39874643292,267524,2014-02-11,4,2,3,834,262.71,2764.71,e-Shop,1975-10-19,M,6.0,Footwear,Kids,38
59774938687,272137,2014-02-11,12,6,-1,-541,56.805,-597.805,e-Shop,1976-11-24,F,8.0,Home and kitchen,Tools,37
26982813520,274048,2014-02-11,12,5,2,1410,296.1,3116.1,MBR,1982-11-02,F,1.0,Books,Academic,31
16894888318,273946,2014-02-11,11,6,1,1238,129.99,1367.99,e-Shop,1972-03-03,M,1.0,Home and kitchen,Bath,41
2663044947,268959,2014-02-11,4,1,5,1440,756.0,7956.0,e-Shop,1971-11-29,F,3.0,Clothing,Mens,42
34493454984,269413,2014-02-11,4,4,3,1236,389.34,4097.34,MBR,1982-12-06,M,8.0,Bags,Women,31
17363873507,274693,2014-02-11,2,6,2,647,135.87,1429.87,TeleShop,1986-11-22,F,8.0,Home and kitchen,Furnishing,27
43134751727,268487,2014-02-11,3,2,1,611,64.155,675.155,e-Shop,1984-06-10,F,2.0,Footwear,Women,29
48458724845,274880,2014-02-11,11,5,4,431,181.02,1905.02,Flagship store,1986-04-01,F,1.0,Books,Children,27
18326377260,269601,2014-02-11,4,2,4,710,298.2,3138.2,Flagship store,1992-08-13,M,5.0,Footwear,Kids,21
19332389714,267634,2014-02-11,3,1,2,335,70.35,740.35,Flagship store,1971-07-11,M,5.0,Clothing,Kids,42
6707537285,269933,2014-02-11,4,2,2,1196,251.16,2643.16,TeleShop,1988-07-06,M,10.0,Footwear,Kids,25
32636903929,270875,2014-02-11,10,3,-2,-316,66.36,-698.36,e-Shop,1989-01-26,M,2.0,Electronics,Audio and video,25
44081602885,274345,2014-02-11,11,5,2,1437,301.77,3175.77,MBR,1977-11-29,F,3.0,Books,Children,36
77013937426,274781,2014-02-11,5,3,1,588,61.74,649.74,TeleShop,1982-05-03,F,5.0,Electronics,Computers,31
74015278814,269847,2014-02-11,4,1,5,1406,738.15,7768.15,TeleShop,1978-03-02,F,1.0,Clothing,Mens,35
67749427752,272137,2014-02-11,3,1,3,214,67.41,709.41,Flagship store,1976-11-24,F,8.0,Clothing,Kids,37
63521826176,272561,2014-02-11,3,1,4,1101,462.42,4866.42,e-Shop,1972-11-12,M,8.0,Clothing,Kids,41
75365399021,274526,2014-02-11,10,5,4,1251,525.42,5529.42,Flagship store,1985-11-11,M,3.0,Books,Non-Fiction,28
19792156528,268098,2014-02-10,3,2,1,711,74.655,785.655,TeleShop,1978-07-12,F,5.0,Footwear,Women,35
46596657080,270631,2014-02-10,8,3,1,906,95.13,1001.13,TeleShop,1971-03-05,F,8.0,Electronics,Personal Appliances,42
163194840,268845,2014-02-10,3,5,4,1093,459.06,4831.06,Flagship store,1991-11-22,F,1.0,Books,Comics,22
42749293387,271872,2014-02-10,4,1,1,87,9.135,96.135,e-Shop,1988-05-08,F,4.0,Clothing,Mens,25
52367686566,271735,2014-02-10,12,5,5,312,163.8,1723.8,MBR,1992-06-05,M,8.0,Books,Academic,21
19030689527,274511,2014-02-10,11,6,1,542,56.91,598.91,e-Shop,1979-06-03,F,8.0,Home and kitchen,Bath,34
47710448314,269932,2014-02-10,12,6,-4,-666,279.72,-2943.72,e-Shop,1976-11-09,F,8.0,Home and kitchen,Tools,37
22385705298,269188,2014-02-10,7,5,5,554,290.85,3060.85,e-Shop,1976-02-04,F,2.0,Books,Fiction,38
59105495602,268995,2014-02-10,9,3,4,479,201.18,2117.18,Flagship store,1976-07-04,M,1.0,Electronics,Cameras,37
38825384480,267297,2014-02-10,12,5,4,725,304.5,3204.5,e-Shop,1976-01-04,M,2.0,Books,Academic,38
83881310302,268713,2014-02-10,11,6,5,452,237.3,2497.3,MBR,1986-12-03,F,6.0,Home and kitchen,Bath,27
81261371045,273625,2014-02-10,10,3,2,815,171.15,1801.15,MBR,1985-02-23,M,7.0,Electronics,Audio and video,28
88990481317,273646,2014-02-10,5,3,1,239,25.095,264.095,MBR,1989-06-08,F,3.0,Electronics,Computers,24
85157626424,271384,2014-02-10,3,2,2,447,93.87,987.87,e-Shop,1980-03-25,M,9.0,Footwear,Women,33
64586839639,269225,2014-02-10,4,2,4,813,341.46,3593.46,TeleShop,1987-10-11,M,9.0,Footwear,Kids,26
97048148140,268101,2014-02-10,4,3,4,1456,611.52,6435.52,Flagship store,1972-06-25,M,3.0,Electronics,Mobiles,41
80632003085,268801,2014-02-10,10,6,4,857,359.94,3787.94,e-Shop,1977-01-04,M,7.0,Home and kitchen,Kitchen,37
80509578375,273454,2014-02-10,8,3,3,771,242.865,2555.865,e-Shop,1984-12-04,F,3.0,Electronics,Personal Appliances,29
45988245637,270375,2014-02-09,10,5,3,970,305.55,3215.55,e-Shop,1980-07-11,M,5.0,Books,Non-Fiction,33
27576087298,270419,2014-02-09,11,6,-2,-856,179.76,-1891.76,MBR,1981-05-12,F,2.0,Home and kitchen,Bath,32
62539388511,271683,2014-02-09,1,2,3,77,24.255,255.255,e-Shop,1975-08-01,M,2.0,Footwear,Mens,38
40251543872,270018,2014-02-09,4,1,1,1149,120.645,1269.645,e-Shop,1976-11-03,M,6.0,Clothing,Mens,37
23333535918,267067,2014-02-09,7,5,2,306,64.26,676.26,e-Shop,1991-11-01,M,5.0,Books,Fiction,22
33632846691,268606,2014-02-09,3,1,-5,-1146,601.65,-6331.65,e-Shop,1973-03-03,F,1.0,Clothing,Kids,40
4346259881,269947,2014-02-09,8,3,5,857,449.925,4734.925,TeleShop,1985-05-24,F,9.0,Electronics,Personal Appliances,28
39579115484,267463,2014-02-09,10,3,3,815,256.725,2701.725,MBR,1971-04-22,F,4.0,Electronics,Audio and video,42
7038716135,272172,2014-02-09,7,5,3,519,163.485,1720.485,e-Shop,1975-09-17,M,10.0,Books,Fiction,38
33587223995,267662,2014-02-09,12,5,2,334,70.14,738.14,e-Shop,1976-05-19,F,8.0,Books,Academic,37
8378457026,273358,2014-02-09,10,3,5,494,259.35,2729.35,e-Shop,1971-04-25,F,8.0,Electronics,Audio and video,42
37044229807,269776,2014-02-09,4,4,1,613,64.365,677.365,e-Shop,1979-08-04,F,3.0,Bags,Women,34
67548143862,272515,2014-02-09,1,4,-2,-586,123.06,-1295.06,MBR,1991-06-21,M,8.0,Bags,Mens,22
75768838702,269808,2014-02-09,5,3,3,1381,435.015,4578.015,TeleShop,1975-06-01,M,9.0,Electronics,Computers,38
72558029032,267467,2014-02-09,1,4,4,611,256.62,2700.62,Flagship store,1991-01-10,M,9.0,Bags,Mens,23
83012826863,272365,2014-02-09,11,5,4,825,346.5,3646.5,MBR,1983-05-19,F,9.0,Books,Children,30
78615435064,270111,2014-02-09,4,3,2,1069,224.49,2362.49,Flagship store,1989-10-14,F,7.0,Electronics,Mobiles,24
65766709899,266843,2014-02-09,2,6,5,934,490.35,5160.35,TeleShop,1987-01-02,F,5.0,Home and kitchen,Furnishing,27
